Id,Predicted
50675,573.9193252694688
19365,766.4951745960626
77565,399.1481237942033
27520,257.8235727402756
15785,519.1095638436395
41225,737.051293432056
66700,376.54601131089
3980,909.2177500204018
8195,609.9557608417247
91815,373.0033177869539
8485,811.7850447118328
82235,422.6034128847382
4415,1028.331593132693
5465,612.5747058501905
45060,388.69224705005763
16340,464.3261731358231
9480,995.1942620168719
73060,483.00048195539574
93335,454.94674612424694
5900,398.142572210203
35695,446.63692604847404
49835,1096.8105722082703
83305,544.32949719151
16270,401.32178793636086
55170,618.1446522247713
9370,643.7385598842922
52265,909.8401610508157
15285,823.1081474753856
51615,308.00115935113143
33210,449.87713018123844
29375,857.4421431763099
44510,548.4904130830421
63780,426.4258920242399
82395,408.2489909172554
71765,368.3332184869018
60000,186.00185527366517
45470,470.41918133041713
63080,619.9782391311147
40630,1095.5347350627428
69005,822.7081774547748
23605,790.3886018000221
57455,610.8124865991415
51070,770.2934689543572
26645,1030.6725401757517
32335,423.0010662599912
90755,581.5244155760844
81265,473.75912496851066
81740,705.0535885600374
50140,494.7770764273395
49560,611.8882740480897
49575,627.8123654977402
30115,405.16589015129006
88465,579.1249922353933
40705,330.45943624808706
90855,469.49021416282704
39905,636.292816446388
8610,473.44177126528876
66455,386.46006892602315
33840,968.169363605747
66345,489.27376522361425
6600,387.3623765512167
36090,776.9071718303633
24820,385.0661871139415
70220,807.3531825037488
88885,345.36623936748356
43780,538.8351077653533
13575,467.31241097023633
20580,409.01967260440875
27615,525.0619627805281
65990,306.514033335572
9510,336.64713855250767
60445,718.2065334881958
99650,635.5094610376041
11230,631.9907852562832
95175,570.3286701730271
4880,505.05140371244676
9945,306.43315122486916
32485,778.138705228664
53615,499.9602735249957
71855,797.2233616444242
51305,219.03720497205805
85680,1029.9332032132418
5310,452.79494624682525
17805,451.2190481269933
85435,525.3660161379906
39595,725.6874254086129
87620,285.0206424253421
53860,364.4248808886984
79055,432.4667832521069
395,825.5431224579963
16075,741.179592823692
50515,320.1471964139225
18090,401.3079689163008
63785,303.76919853313683
36220,2369.084605869772
48265,292.65844178812
96730,947.1313634989777
67170,581.1022381294579
69690,474.2847715443137
95050,450.33413688247157
97575,513.2318424873715
47945,938.4410115906162
76850,552.5036893762449
42285,336.9106009808863
82635,957.880426237358
70505,15976.980526821078
92830,619.0457418523852
45730,321.84289762536554
90045,493.24060189941355
14490,356.7279264441326
54675,589.6035413114588
64640,242.40051970872082
40990,445.62312862667466
31830,443.6241304200533
21170,785.9137790920712
60100,893.2027294766885
63015,523.4531931431214
10075,487.553562977876
13425,833.5526818537876
26945,588.0024114867117
61200,537.9352264474
9865,1034.1664938411275
68150,923.0891159094317
78325,731.2119090562616
23595,662.3301760252884
20170,807.1961671462822
21415,259.357888429131
10845,387.44716900494336
38605,404.1074126529624
95665,715.4494726201907
4970,381.2881365291663
31260,482.9570240284469
43530,386.0914073581746
10575,337.4522797165182
29770,514.9875993553629
45135,794.3917386610626
50215,517.7049558185697
91610,427.185662720254
39100,441.0459370344927
630,419.6512174795861
46040,1017.5215322053025
97995,390.35507519861454
76045,465.7057971620192
46765,553.855830483858
88550,432.1089731261346
92135,808.6980565238673
95570,463.1736708847049
71930,485.25090330623584
97640,378.61167453399014
69360,398.80407163523347
94255,393.29595803620174
35825,407.0149846908498
33730,485.23400245503416
53810,573.6022884412959
24830,452.2844313120554
32125,503.89823847153684
62575,517.7049558185697
16675,354.92116362975
70590,402.8388504074804
45495,423.7084360484602
54725,446.87388948435597
37125,1161.6605578220633
95885,519.4095345561024
44170,370.38277184143595
23470,710.9109223534028
65655,472.39248728642355
43685,518.2795525663236
55560,362.0146691387453
77435,522.1268164402298
68735,519.7988739586054
39665,1035.6362132359081
72380,1450.4586883908476
51810,272.52067767690653
1015,1034.4110256133274
60735,413.77716997042114
93600,726.3622487484363
35405,366.1466851047714
80240,499.54912354756766
61300,700.2139639988072
99125,484.37459108936156
6250,437.80898174365655
80725,408.45241422564345
41535,437.80898174365655
15340,488.71536015248336
15475,431.2550171115898
90625,478.00902351369274
71340,920.9966022900063
32070,744.5334373938772
80135,1778.4025665469985
15230,376.51172778791954
23645,466.4532484030216
32730,562.2329876431141
40345,149.61874765504515
47845,411.4549616676893
77640,439.8044065126897
14215,511.84482372397673
68755,601.2748077574616
88920,642.5453782583702
61230,393.7778288267799
17230,373.40755187486485
80480,560.8369478271542
52825,533.7181408172686
72025,721.0420987217135
62560,622.6066537844116
19475,866.2093380303496
91285,461.6093698641316
11585,459.2804453784728
90450,475.98129928999714
34445,519.3244113004778
67525,483.1686724878511
43615,372.30817142919835
60905,471.855707627018
71750,12823.670922531683
17280,454.6962188854865
7880,1164.6789784458192
3965,351.71104854901745
75655,442.2554965842211
91460,424.3808546053918
46310,665.4264024333994
98250,444.5472481351312
71790,525.9430422177
69275,386.39217829595714
9070,765.4676428571955
17710,468.891790244071
18535,437.80898174365655
90975,517.3905496360915
63320,756.1790765365272
15830,998.1588995296271
31525,522.0205461086064
8260,423.808092723159
29315,385.0513400440894
74270,1114.9392915323838
17825,806.3155521818227
55090,533.5672306410659
88555,342.8022781005937
81115,857.8613429963328
58460,441.65978929278197
93195,631.7000758906593
23795,626.7392560657977
61470,456.4531233844688
86455,324.8582281142784
38245,503.63162501994094
300,296.84116404439595
39755,387.9450136382172
27955,693.0544921878638
54190,336.03289753831746
91365,790.0487338064393
22775,270.22598160779813
65745,372.42165581254665
14700,408.19361438291946
42080,597.0091674746251
93170,641.3522142588989
92685,676.9961592370389
22015,740.3985232270775
68065,985.2973351713397
99640,1043.9718452804436
81555,842.1636521325703
56545,588.3362234824568
1115,836.1081829830532
77735,-623.9200289658899
41640,1000.9230405830374
22455,940.5276364100143
11670,727.0043935801168
97620,992.9096540983641
10310,1144.9813188327714
78545,1274.0175600447826
9340,1058.1091106036538
59575,1002.014488932321
71285,884.1453903111009
1985,658.205089669869
45395,744.640984038072
56045,742.8998814930866
36060,784.9428755669976
37905,836.3493831100265
2980,721.1748989156499
47330,718.7915244806476
46575,882.1988330695032
55035,550.7565509056237
50250,985.0287358222506
97320,643.3981782166019
53550,635.2708652281704
31945,559.2596673629856
46470,910.5145781039963
65360,777.7897050940499
87195,577.7083196840487
44460,875.6126000680109
70930,941.2934749455851
97405,1085.632979951355
97740,831.1615965731199
21905,636.743680739173
56595,738.9737549270586
97180,828.8564920591496
14325,1131.2122842760298
97550,772.7376948333084
34810,1121.599969794054
67325,526.8269745636235
83635,612.091003344992
76360,748.0302807982006
76125,753.9024878667958
27055,445.8084316690313
26900,1065.9965473271536
16875,873.9306154601989
45565,896.2999039501161
43290,1272.988063039845
31685,758.4792616629618
94890,915.0980051801449
97220,900.2342918316825
54445,859.768324080546
91000,826.6057855366366
38385,695.0748595316394
43000,1027.1970925021863
49705,1060.6481953884893
350,1207.8735345799632
52100,946.4374764041896
24535,852.861331891567
83395,897.8095970780529
99900,531.0911749407003
97400,663.3342003691491
7725,2006.309348149394
75995,1053.9720048057334
40040,975.1040751521545
9990,391.0556867027239
42940,881.8096757706292
47400,842.0671325281006
89395,533.2565486321566
31875,832.7412084281625
51005,878.0627738943524
24210,984.2888246283235
36720,556.1068976435141
10875,796.173686343557
995,773.0338166267453
89345,719.1230769172568
43880,801.782597398516
73260,745.5513211974322
97890,1089.9032131393053
85740,579.8146911466482
1655,1211.1620342996473
97785,772.3926904719605
23960,933.9656057059603
56540,822.5309632106712
70285,596.1050045067441
73460,629.9221948711493
69185,702.5715151674502
54495,856.4301134396555
60760,809.1188983863124
95115,901.1353411938632
67840,895.6308088391995
92155,1138.515124713791
78900,538.3078541185205
86650,999.984602106439
61410,626.4732362922863
65540,907.6758675538375
31365,1127.4623052299173
28760,752.1567681436926
36225,653.6670464823178
90055,633.868127673758
80120,1000.8141366738871
41815,793.6171609749549
72275,942.0421243249914
64880,810.2301696050655
59010,663.8319482572541
82620,820.7162765593529
19570,589.9577932945426
17165,951.3933820556009
92310,1058.8262939827819
21895,890.5395685354706
87565,716.6195646245277
29960,520.636189211531
6980,670.3868410204564
71255,1029.030980480231
17560,382.09775022760556
21180,616.5452064590028
97185,672.9737823202399
80740,868.6689115919547
7245,761.337427668605
91035,706.2000739126333
94635,616.2840724728616
62085,702.4793900779969
5620,669.6514592554735
81105,813.8910429626976
6955,913.7856004943377
88495,1038.4100004816983
75360,878.4214019523241
26935,686.9228794463899
34550,802.1784275231832
28260,1498.3805652715093
39195,763.6205288660683
15910,764.5940129542269
42040,923.5456820318486
76575,802.8360192238092
16650,533.3621985691486
53780,707.0665348177716
30,742.242401362576
16615,634.8779460894374
80200,922.1312799306756
96240,882.0236577340498
19500,743.1967536083432
54285,731.1586338880874
47625,964.8085141623117
12055,669.1151327012429
84010,792.0886466816461
19130,979.5593797461796
54835,1035.4804167935674
35630,790.1546171552585
61475,1106.6546638858342
72605,818.5309036283643
24305,874.8889353233474
29450,534.3943468196518
39255,1162.8813921744259
15045,763.1946125950038
22410,699.3509203173181
87495,835.3815735037762
85725,843.5673515244935
96840,591.6573380581418
35920,1149.6297178303755
87995,590.8229901760553
52370,784.32163040341
93395,1023.3750696589487
7095,903.3675185405591
30430,796.56164604897
79630,609.6521468238269
50765,710.1002581016552
2530,764.3220878605277
45535,831.2045676116602
7790,958.896799715259
89480,905.8969330752101
16960,780.6843390066072
94140,767.9011063681656
67625,772.2351438563267
27285,960.2108424908323
21195,603.286326613316
77000,1011.3193610684519
51420,960.1422304875432
18135,1020.300529450876
93565,840.1107515342391
10555,663.3781944412701
8000,689.2416089477922
11735,497.16862599358245
40010,876.742666013451
81490,1198.9512499582474
8110,926.9139557244882
46790,786.8309187539502
30785,946.1598933986072
5560,945.6968982640221
91205,809.5770407751585
1380,669.1401755141368
50510,883.2213380541468
52770,688.5826006562124
50735,983.2249954509319
2825,787.6771492779716
6475,775.8864326104548
87370,684.9509820933978
43405,694.9492254972272
71915,732.9418858492292
27835,1198.7321697100033
28945,967.451576286407
62600,987.1767477863489
53960,799.7355979798655
16765,968.3363288833245
66605,906.0661040151718
32465,759.0398044606563
18650,683.1188168783525
21220,961.8860458858323
13010,1426.5195671083793
23800,1014.7661397083212
85495,852.2002875991247
24540,1006.5796876487589
84590,709.3646329261103
57210,883.4705721734477
82245,624.5555416994124
56435,826.5585447333004
53075,1139.2771793864954
58905,840.779975897751
25825,621.5535217059329
11815,665.2575165096268
19835,994.7012901407314
3575,627.3158700025085
97985,749.6677816824861
90300,963.2456607850924
9385,1001.3905549777202
9155,1152.8954429006549
39920,629.7139424570539
30260,741.8747368576234
91450,988.5493675242733
51295,757.8540073780898
78090,953.8278227734569
13385,715.3263644085722
64725,912.3687378930614
94735,947.7978200679656
5720,852.3818756868835
38185,839.594802467246
76530,690.9375111706622
95520,654.5756851971415
3395,909.4112451886472
37070,498.5691017159953
93720,907.6624201442255
87115,714.5390367466189
35180,642.145517639232
11130,718.2531899391745
82505,699.8374349356864
14720,901.5992398129375
1045,1041.9632979501364
69355,899.7142715885626
17865,659.5427923671754
59025,574.7191073946855
16575,692.1718564642189
82470,833.9819893361653
74435,612.0485909740642
45165,743.408519713428
83440,823.3024806260486
79155,719.224761885167
97880,639.8258750530161
69600,756.3610751179093
77605,791.5959320413667
35535,699.2269896420634
11455,694.9036760780101
14010,978.1890874708969
21570,1142.3145913229027
43875,711.5795305318159
1880,867.2191845773777
32360,890.930821354459
68190,764.5401643474423
64215,706.1012594199273
32415,711.353420234915
34650,721.199860895088
83615,637.8711339139385
30655,630.2195972464531
6170,914.6368263976854
62140,1684.17220777239
27510,861.177822094469
86090,762.4379504601909
85950,562.7144542035194
76215,620.3735479340495
71665,839.6000989430363
36570,910.0315301387928
83970,1269.949550824587
28240,711.8303650880875
56575,849.6439139395287
52280,633.4645957843394
36295,836.0919702291184
8520,777.5146948662109
85390,700.5455315147829
62470,939.2927290639554
33940,752.0604060290602
44600,956.5365631200599
93840,1004.1354126759151
98245,734.983369847019
87920,772.4254284993086
88660,643.6233313598395
63405,913.5132313198278
20335,804.3899274426751
42315,1002.6291777732837
81760,882.180435110535
49715,1177.25995322444
63530,382.13834141367175
29680,937.4403137878444
12495,1165.7861347831802
74450,962.5790842552673
67535,1139.0927616622776
90420,681.1876450707084
78320,770.2506266820475
81580,824.9574019090252
8005,1088.0368865910173
97140,814.043204468412
69475,951.296377656395
5055,788.0130802334705
74325,1185.69029901241
95575,1062.8788146557386
23585,836.2092905628264
41440,638.9006739118508
50655,1033.5046522924586
42150,846.6153305395276
3240,830.8496126860712
28705,986.1706537055971
62885,625.4886992908617
8875,1627.6469765995264
55770,600.917458603804
99930,935.1604615289905
55660,849.5550571856005
3135,831.2304170665132
87425,704.7730108114174
82045,912.8454085281339
70185,853.8333402491562
83805,852.8298414547717
5425,733.5470346976396
36405,1119.2899834527545
65080,1004.0059889892142
77240,1371.637904401606
44130,827.1127388087376
78390,1064.2600966825728
80065,896.3450062384005
38215,915.6243484591589
81390,1124.1622845229824
17405,660.9218983640233
77185,1346.5393325246157
12630,697.8052244008383
25620,872.40518713635
41595,708.1923667253424
38845,865.5338667848996
1435,1144.668430941596
93015,935.2543499541039
82680,834.5329912881301
98775,1250.5422168648477
46590,746.4322337270197
15915,757.1596023075601
68110,657.6084240470807
2650,724.2019095728701
74175,1023.6780372511223
69030,1019.44973002649
51665,969.0438589588285
64085,828.1947121624908
9625,817.5284614576153
11545,832.0945691507787
22260,691.4990599175252
72825,851.7653053048707
